,Quizz_ID,Year,Departement,Chapter_ID,Rank_onChapter,Quizz_Type,B,Slip,Guess,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Success_Attempts,Failure_Attempts,TruePrct_Succes,Predict_Difficulty,Correct_Difficulty,Prediction/Correct Difficulty
3232,743,2018,Mathématique,5,4,QCU,0.9586,0.04,0.94,100,97,96,1,1.03,98.97,96,4,95.86,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4062,743,2019,Mathématique,5,4,QCU,0.9268,0.0,0.92,98,96,91,5,1.02,94.79,91,7,92.68,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4892,743,2020,Mathématique,5,4,QCU,0.9659,0.1,0.99,98,97,95,2,1.01,97.94,95,3,96.59,Trop Facile,Trop Facile,Trop Facile / Trop Facile
743,744,2015,Mathématique,5,5,QCU,0.0806,0.13,0.29,30,16,2,14,1.88,12.5,2,28,8.06,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1573,744,2016,Mathématique,5,5,QCU,0.8683,0.05,0.91,33,31,29,2,1.06,93.55,29,4,86.83,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2403,744,2017,Mathématique,5,5,QCU,0.4096,0.25,0.33,28,21,11,10,1.33,52.38,11,17,40.96,Trop Facile,Difficile,Trop Facile / Difficile
3233,744,2018,Mathématique,5,5,QCU,0.899,0.06,0.98,25,24,22,2,1.04,91.67,22,3,89.9,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4063,744,2019,Mathématique,5,5,QCU,0.9124,0.07,0.98,25,24,23,1,1.04,95.83,23,2,91.24,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4893,744,2020,Mathématique,5,5,QCU,0.8863,0.03,0.99,21,20,19,1,1.05,95.0,19,2,88.63,Trop Facile,Trop Facile,Trop Facile / Trop Facile
744,745,2015,Mathématique,6,1,QCU,0.218,0.05,0.2,33,15,7,8,2.2,46.67,7,26,21.8,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1574,745,2016,Mathématique,6,1,QCU,0.665,0.17,0.44,26,20,17,3,1.3,85.0,17,9,66.5,Trop Facile,Adapte,Trop Facile / Adapte
2404,745,2017,Mathématique,6,1,QCU,0.7368,0.2,0.58,22,18,16,2,1.22,88.89,16,6,73.68,Adapte,Adapte,Adapte / Adapte
3234,745,2018,Mathématique,6,1,QCU,0.6747,0.21,0.62,20,16,13,3,1.25,81.25,13,7,67.47,Adapte,Adapte,Adapte / Adapte
4064,745,2019,Mathématique,6,1,QCU,0.7341,0.01,0.49,17,14,12,2,1.21,85.71,12,5,73.41,Adapte,Adapte,Adapte / Adapte
4894,745,2020,Mathématique,6,1,QCU,0.6028,0.29,0.63,16,11,10,1,1.45,90.91,10,6,60.28,Adapte,Adapte,Adapte / Adapte
745,746,2015,Mathématique,6,2,QO,0.7963,0.17,0.57,23,20,18,2,1.15,90.0,18,5,79.63,Facile,Facile,Facile / Facile
1575,746,2016,Mathématique,6,2,QO,0.9546,0.01,0.76,28,28,27,1,1.0,96.43,27,1,95.46,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2405,746,2017,Mathématique,6,2,QO,0.9841,0.09,0.79,27,27,27,0,1.0,100.0,27,0,98.41,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3235,746,2018,Mathématique,6,2,QO,0.9562,0.05,0.84,25,24,24,0,1.04,100.0,24,1,95.62,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4065,746,2019,Mathématique,6,2,QO,0.5172,0.8,0.14,28,18,14,4,1.56,77.78,14,14,51.72,Trop Facile,Difficile,Trop Facile / Difficile
4895,746,2020,Mathématique,6,2,QO,0.6221,0.48,0.24,29,27,18,9,1.07,66.67,18,11,62.21,Trop Facile,Adapte,Trop Facile / Adapte
746,747,2015,Mathématique,6,3,QROC,0.9317,0.04,1.0,86,82,80,2,1.05,97.56,80,6,93.17,Trop Difficile,Trop Facile,Trop Difficile / Trop Facile
1576,747,2016,Mathématique,6,3,QROC,0.8916,0.04,0.59,70,70,62,8,1.0,88.57,62,8,89.16,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2406,747,2017,Mathématique,6,3,QROC,0.3367,0.72,0.22,73,44,25,19,1.66,56.82,25,48,33.67,Trop Facile,Difficile,Trop Facile / Difficile
3236,747,2018,Mathématique,6,3,QROC,0.8864,0.04,0.52,86,84,76,8,1.02,90.48,76,10,88.64,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4066,747,2019,Mathématique,6,3,QROC,0.3428,0.57,0.22,79,72,27,45,1.1,37.5,27,52,34.28,Trop Facile,Difficile,Trop Facile / Difficile
4896,747,2020,Mathématique,6,3,QROC,0.6465,0.39,0.25,82,60,53,7,1.37,88.33,53,29,64.65,Trop Facile,Adapte,Trop Facile / Adapte
747,748,2015,Mathématique,6,4,QROC,0.0322,0.93,0.1,5,3,0,3,1.67,0.0,0,5,3.22,Adapte,Trop Difficile,Adapte / Trop Difficile
1577,748,2016,Mathématique,6,4,QROC,0.9588,0.03,0.89,4,4,4,0,1.0,100.0,4,0,95.88,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2407,748,2017,Mathématique,6,4,QROC,0.8443,0.1,0.6,5,4,4,0,1.25,100.0,4,1,84.43,Trop Facile,Facile,Trop Facile / Facile
3237,748,2018,Mathématique,6,4,QROC,0.8762,0.02,0.54,4,4,4,0,1.0,100.0,4,0,87.62,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4067,748,2019,Mathématique,6,4,QROC,0.066,0.75,0.05,4,2,0,2,2.0,0.0,0,4,6.6,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
4897,748,2020,Mathématique,6,4,QROC,0.9313,0.04,0.94,3,3,3,0,1.0,100.0,3,0,93.13,Trop Facile,Trop Facile,Trop Facile / Trop Facile
748,749,2015,Mathématique,6,5,QCU,0.4808,0.19,0.39,87,70,42,28,1.24,60.0,42,45,48.08,Difficile,Difficile,Difficile / Difficile
1578,749,2016,Mathématique,6,5,QCU,0.3171,0.24,0.37,95,66,30,36,1.44,45.45,30,65,31.71,Trop Facile,Difficile,Trop Facile / Difficile
2408,749,2017,Mathématique,6,5,QCU,0.3224,0.19,0.33,104,55,34,21,1.89,61.82,34,70,32.24,Trop Facile,Difficile,Trop Facile / Difficile
3238,749,2018,Mathématique,6,5,QCU,0.8873,0.0,0.96,105,99,93,6,1.06,93.94,93,12,88.73,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4068,749,2019,Mathématique,6,5,QCU,0.9107,0.05,0.97,121,115,110,5,1.05,95.65,110,11,91.07,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4898,749,2020,Mathématique,6,5,QCU,0.961,0.08,0.99,145,143,139,4,1.01,97.2,139,6,96.1,Trop Facile,Trop Facile,Trop Facile / Trop Facile
749,750,2015,Mathématique,6,6,QCM,0.7755,0.05,0.72,52,51,40,11,1.02,78.43,40,12,77.55,Trop Facile,Facile,Trop Facile / Facile
1579,750,2016,Mathématique,6,6,QCM,0.8937,0.06,0.9,58,52,52,0,1.12,100.0,52,6,89.37,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2409,750,2017,Mathématique,6,6,QCM,0.8656,0.02,0.9,51,48,44,4,1.06,91.67,44,7,86.56,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3239,750,2018,Mathématique,6,6,QCM,0.6015,0.23,0.44,44,31,26,5,1.42,83.87,26,18,60.15,Trop Facile,Adapte,Trop Facile / Adapte
4069,750,2019,Mathématique,6,6,QCM,0.6306,0.24,0.44,39,33,25,8,1.18,75.76,25,14,63.06,Adapte,Adapte,Adapte / Adapte
4899,750,2020,Mathématique,6,6,QCM,0.6389,0.18,0.44,46,32,29,3,1.44,90.62,29,17,63.89,Adapte,Adapte,Adapte / Adapte
750,751,2015,Mathématique,6,7,QCU,0.0084,0.0,0.26,7,3,0,3,2.33,0.0,0,7,0.84,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1580,751,2016,Mathématique,6,7,QCU,0.8141,0.08,0.9,7,7,6,1,1.0,85.71,6,1,81.41,Trop Facile,Facile,Trop Facile / Facile
2410,751,2017,Mathématique,6,7,QCU,0.9265,0.09,0.98,7,6,6,0,1.17,100.0,6,1,92.65,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3240,751,2018,Mathématique,6,7,QCU,0.8744,0.09,0.91,6,5,5,0,1.2,100.0,5,1,87.44,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4070,751,2019,Mathématique,6,7,QCU,0.9988,0.09,0.97,5,5,5,0,1.0,100.0,5,0,99.88,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4900,751,2020,Mathématique,6,7,QCU,0.98,0.01,0.93,6,6,6,0,1.0,100.0,6,0,98.0,Trop Facile,Trop Facile,Trop Facile / Trop Facile
751,752,2015,Mathématique,6,8,QCU,0.4412,0.17,0.37,95,77,42,35,1.23,54.55,42,53,44.12,Difficile,Difficile,Difficile / Difficile
1581,752,2016,Mathématique,6,8,QCU,0.9969,0.08,0.98,76,76,76,0,1.0,100.0,76,0,99.69,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2411,752,2017,Mathématique,6,8,QCU,0.0921,0.53,0.29,80,47,7,40,1.7,14.89,7,73,9.21,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
3241,752,2018,Mathématique,6,8,QCU,0.9714,0.09,0.93,77,77,75,2,1.0,97.4,75,2,97.14,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4071,752,2019,Mathématique,6,8,QCU,0.9549,0.05,0.98,77,76,74,2,1.01,97.37,74,3,95.49,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4901,752,2020,Mathématique,6,8,QCU,0.4504,0.23,0.4,76,55,34,21,1.38,61.82,34,42,45.04,Trop Facile,Difficile,Trop Facile / Difficile
752,753,2015,Mathématique,6,9,QCU,0.9656,0.03,0.91,64,63,62,1,1.02,98.41,62,2,96.56,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1582,753,2016,Mathématique,6,9,QCU,0.9985,0.04,0.99,72,72,72,0,1.0,100.0,72,0,99.85,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2412,753,2017,Mathématique,6,9,QCU,0.9162,0.08,0.95,61,61,56,5,1.0,91.8,56,5,91.62,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3242,753,2018,Mathématique,6,9,QCU,0.937,0.08,0.94,60,56,56,0,1.07,100.0,56,4,93.7,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4072,753,2019,Mathématique,6,9,QCU,0.9503,0.1,0.94,60,57,57,0,1.05,100.0,57,3,95.03,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4902,753,2020,Mathématique,6,9,QCU,0.9084,0.09,0.99,48,45,44,1,1.07,97.78,44,4,90.84,Trop Facile,Trop Facile,Trop Facile / Trop Facile
753,754,2015,Mathématique,6,10,QCU,0.9126,0.0,0.99,22,21,20,1,1.05,95.24,20,2,91.26,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1583,754,2016,Mathématique,6,10,QCU,0.9268,0.06,1.0,23,21,21,0,1.1,100.0,21,2,92.68,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2413,754,2017,Mathématique,6,10,QCU,0.699,0.08,0.61,25,17,17,0,1.47,100.0,17,8,69.9,Trop Facile,Adapte,Trop Facile / Adapte
3243,754,2018,Mathématique,6,10,QCU,0.6953,0.11,0.64,26,18,18,0,1.44,100.0,18,8,69.53,Adapte,Adapte,Adapte / Adapte
4073,754,2019,Mathématique,6,10,QCU,0.6692,0.17,0.42,27,26,18,8,1.04,69.23,18,9,66.92,Adapte,Adapte,Adapte / Adapte
4903,754,2020,Mathématique,6,10,QCU,0.6494,0.05,0.69,24,17,16,1,1.41,94.12,16,8,64.94,Adapte,Adapte,Adapte / Adapte
754,755,2015,Mathématique,6,11,QCM,0.8106,0.17,0.74,68,59,55,4,1.15,93.22,55,13,81.06,Trop Facile,Facile,Trop Facile / Facile
1584,755,2016,Mathématique,6,11,QCM,0.7179,0.22,0.58,67,56,48,8,1.2,85.71,48,19,71.79,Trop Facile,Adapte,Trop Facile / Adapte
2414,755,2017,Mathématique,6,11,QCM,0.6972,0.03,0.6,64,57,45,12,1.12,78.95,45,19,69.72,Adapte,Adapte,Adapte / Adapte
3244,755,2018,Mathématique,6,11,QCM,0.6805,0.1,0.47,72,69,49,20,1.04,71.01,49,23,68.05,Adapte,Adapte,Adapte / Adapte
4074,755,2019,Mathématique,6,11,QCM,0.6731,0.05,0.69,61,48,41,7,1.27,85.42,41,20,67.31,Adapte,Adapte,Adapte / Adapte
4904,755,2020,Mathématique,6,11,QCM,0.6679,0.17,0.46,53,41,35,6,1.29,85.37,35,18,66.79,Adapte,Adapte,Adapte / Adapte
755,756,2015,Mathématique,6,12,QCU,0.4679,0.19,0.38,46,35,22,13,1.31,62.86,22,24,46.79,Difficile,Difficile,Difficile / Difficile
1585,756,2016,Mathématique,6,12,QCU,0.8645,0.08,0.96,45,40,39,1,1.12,97.5,39,6,86.45,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2415,756,2017,Mathématique,6,12,QCU,0.9095,0.07,0.9,46,45,42,3,1.02,93.33,42,4,90.95,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3245,756,2018,Mathématique,6,12,QCU,0.8655,0.07,0.91,53,52,46,6,1.02,88.46,46,7,86.55,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4075,756,2019,Mathématique,6,12,QCU,0.7379,0.3,0.5,57,44,42,2,1.3,95.45,42,15,73.79,Trop Facile,Adapte,Trop Facile / Adapte
4905,756,2020,Mathématique,6,12,QCU,0.6698,0.09,0.65,47,34,31,3,1.38,91.18,31,16,66.98,Adapte,Adapte,Adapte / Adapte
756,757,2015,Mathématique,7,1,QROC,0.1933,0.86,0.13,53,48,10,38,1.1,20.83,10,43,19.33,Facile,Trop Difficile,Facile / Trop Difficile
1586,757,2016,Mathématique,7,1,QROC,0.7779,0.09,0.56,51,49,40,9,1.04,81.63,40,11,77.79,Trop Facile,Facile,Trop Facile / Facile
2416,757,2017,Mathématique,7,1,QROC,0.9771,0.08,0.82,44,44,43,1,1.0,97.73,43,1,97.71,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3246,757,2018,Mathématique,7,1,QROC,0.9609,0.08,0.52,46,46,44,2,1.0,95.65,44,2,96.09,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4076,757,2019,Mathématique,7,1,QROC,0.9474,0.08,0.69,37,36,35,1,1.03,97.22,35,2,94.74,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4906,757,2020,Mathématique,7,1,QROC,0.9955,0.01,0.99,31,31,31,0,1.0,100.0,31,0,99.55,Trop Facile,Trop Facile,Trop Facile / Trop Facile
757,758,2015,Mathématique,7,2,QCM,0.2277,0.46,0.28,19,16,4,12,1.19,25.0,4,15,22.77,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1587,758,2016,Mathématique,7,2,QCM,0.7816,0.12,0.73,21,20,16,4,1.05,80.0,16,5,78.16,Trop Facile,Facile,Trop Facile / Facile
2417,758,2017,Mathématique,7,2,QCM,0.9498,0.09,0.9,17,16,16,0,1.06,100.0,16,1,94.98,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3247,758,2018,Mathématique,7,2,QCM,0.9987,0.06,0.94,20,20,20,0,1.0,100.0,20,0,99.87,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4077,758,2019,Mathématique,7,2,QCM,0.9332,0.04,0.86,20,19,19,0,1.05,100.0,19,1,93.32,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4907,758,2020,Mathématique,7,2,QCM,0.0871,0.66,0.22,16,10,1,9,1.6,10.0,1,15,8.71,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
758,759,2015,Mathématique,7,3,QCM,0.1435,0.59,0.2,41,18,6,12,2.28,33.33,6,35,14.35,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1588,759,2016,Mathématique,7,3,QCM,0.8879,0.09,0.81,41,40,36,4,1.02,90.0,36,5,88.79,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2418,759,2017,Mathématique,7,3,QCM,0.896,0.08,0.98,40,36,36,0,1.11,100.0,36,4,89.6,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3248,759,2018,Mathématique,7,3,QCM,0.8093,0.03,0.75,34,32,28,4,1.06,87.5,28,6,80.93,Trop Facile,Facile,Trop Facile / Facile
4078,759,2019,Mathématique,7,3,QCM,0.8654,0.04,0.84,28,26,24,2,1.08,92.31,24,4,86.54,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4908,759,2020,Mathématique,7,3,QCM,0.8774,0.04,0.91,33,33,29,4,1.0,87.88,29,4,87.74,Trop Facile,Trop Facile,Trop Facile / Trop Facile
759,760,2015,Mathématique,8,1,QCM,0.3837,0.36,0.4,92,52,35,17,1.77,67.31,35,57,38.37,Facile,Difficile,Facile / Difficile
1589,760,2016,Mathématique,8,1,QCM,0.9593,0.02,0.9,107,106,103,3,1.01,97.17,103,4,95.93,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2419,760,2017,Mathématique,8,1,QCM,0.8612,0.1,0.92,115,110,99,11,1.05,90.0,99,16,86.12,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3249,760,2018,Mathématique,8,1,QCM,0.6052,0.16,0.55,115,88,70,18,1.31,79.55,70,45,60.52,Trop Facile,Adapte,Trop Facile / Adapte
4079,760,2019,Mathématique,8,1,QCM,0.7178,0.18,0.44,102,100,73,27,1.02,73.0,73,29,71.78,Adapte,Adapte,Adapte / Adapte
4909,760,2020,Mathématique,8,1,QCM,0.7051,0.24,0.7,117,103,82,21,1.14,79.61,82,35,70.51,Adapte,Adapte,Adapte / Adapte
760,761,2015,Mathématique,8,2,QCM,0.2071,0.73,0.2,85,25,18,7,3.4,72.0,18,67,20.71,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1590,761,2016,Mathématique,8,2,QCM,0.9919,0.09,0.99,84,83,83,0,1.01,100.0,83,1,99.19,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2420,761,2017,Mathématique,8,2,QCM,0.1205,0.64,0.21,79,42,10,32,1.88,23.81,10,69,12.05,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
3250,761,2018,Mathématique,8,2,QCM,0.3146,0.45,0.38,85,59,27,32,1.44,45.76,27,58,31.46,Trop Facile,Difficile,Trop Facile / Difficile
4080,761,2019,Mathématique,8,2,QCM,0.9389,0.05,0.98,76,72,71,1,1.06,98.61,71,5,93.89,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4910,761,2020,Mathématique,8,2,QCM,0.7993,0.09,0.77,88,87,70,17,1.01,80.46,70,18,79.93,Trop Facile,Facile,Trop Facile / Facile
761,762,2015,Mathématique,8,3,QROC,0.6802,0.34,0.35,22,20,15,5,1.1,75.0,15,7,68.02,Difficile,Adapte,Difficile / Adapte
1591,762,2016,Mathématique,8,3,QROC,0.6712,0.37,0.39,21,16,14,2,1.31,87.5,14,7,67.12,Adapte,Adapte,Adapte / Adapte
2421,762,2017,Mathématique,8,3,QROC,0.7038,0.38,0.29,23,22,16,6,1.05,72.73,16,7,70.38,Adapte,Adapte,Adapte / Adapte
3251,762,2018,Mathématique,8,3,QROC,0.6714,0.42,0.33,20,18,13,5,1.11,72.22,13,7,67.14,Adapte,Adapte,Adapte / Adapte
4081,762,2019,Mathématique,8,3,QROC,0.6767,0.37,0.38,20,17,14,3,1.18,82.35,14,6,67.67,Adapte,Adapte,Adapte / Adapte
4911,762,2020,Mathématique,8,3,QROC,0.6954,0.3,0.4,18,15,13,2,1.2,86.67,13,5,69.54,Adapte,Adapte,Adapte / Adapte
762,763,2015,Mathématique,8,4,QCU,0.9394,0.04,0.95,29,27,27,0,1.07,100.0,27,2,93.94,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1592,763,2016,Mathématique,8,4,QCU,0.5232,0.01,0.39,33,25,17,8,1.32,68.0,17,16,52.32,Trop Facile,Difficile,Trop Facile / Difficile
2422,763,2017,Mathématique,8,4,QCU,0.7365,0.09,0.67,28,25,21,4,1.12,84.0,21,7,73.65,Trop Facile,Adapte,Trop Facile / Adapte
3252,763,2018,Mathématique,8,4,QCU,0.7178,0.12,0.5,33,31,24,7,1.06,77.42,24,9,71.78,Adapte,Adapte,Adapte / Adapte
4082,763,2019,Mathématique,8,4,QCU,0.6597,0.1,0.47,38,26,25,1,1.46,96.15,25,13,65.97,Adapte,Adapte,Adapte / Adapte
4912,763,2020,Mathématique,8,4,QCU,0.6697,0.19,0.53,40,40,27,13,1.0,67.5,27,13,66.97,Adapte,Adapte,Adapte / Adapte
763,764,2015,Mathématique,8,5,QCU,0.7997,0.15,0.86,7,7,6,1,1.0,85.71,6,1,79.97,Facile,Facile,Facile / Facile
1593,764,2016,Mathématique,8,5,QCU,0.9686,0.1,0.93,8,8,8,0,1.0,100.0,8,0,96.86,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2423,764,2017,Mathématique,8,5,QCU,0.2342,0.17,0.29,6,5,1,4,1.2,20.0,1,5,23.42,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
3253,764,2018,Mathématique,8,5,QCU,0.0215,0.27,0.27,7,3,0,3,2.33,0.0,0,7,2.15,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
4083,764,2019,Mathématique,8,5,QCU,0.7732,0.03,0.87,7,5,5,0,1.4,100.0,5,2,77.32,Trop Facile,Facile,Trop Facile / Facile
4913,764,2020,Mathématique,8,5,QCU,0.5793,0.37,0.38,7,6,4,2,1.17,66.67,4,3,57.93,Trop Facile,Difficile,Trop Facile / Difficile
764,765,2015,Mathématique,8,6,QO,0.8728,0.05,0.95,19,17,17,0,1.12,100.0,17,2,87.28,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1594,765,2016,Mathématique,8,6,QO,0.6892,0.59,0.17,18,13,12,1,1.38,92.31,12,6,68.92,Trop Facile,Adapte,Trop Facile / Adapte
2424,765,2017,Mathématique,8,6,QO,0.6165,0.33,0.2,20,19,12,7,1.05,63.16,12,8,61.65,Adapte,Adapte,Adapte / Adapte
3254,765,2018,Mathématique,8,6,QO,0.6875,0.34,0.19,21,17,14,3,1.24,82.35,14,7,68.75,Adapte,Adapte,Adapte / Adapte
4084,765,2019,Mathématique,8,6,QO,0.6774,0.22,0.23,24,17,16,1,1.41,94.12,16,8,67.74,Adapte,Adapte,Adapte / Adapte
4914,765,2020,Mathématique,8,6,QO,0.7014,0.3,0.26,25,19,18,1,1.32,94.74,18,7,70.14,Adapte,Adapte,Adapte / Adapte
765,766,2015,Mathématique,8,7,QCM,0.682,0.11,0.65,57,46,39,7,1.24,84.78,39,18,68.2,Adapte,Adapte,Adapte / Adapte
1595,766,2016,Mathématique,8,7,QCM,0.7435,0.21,0.62,64,60,48,12,1.07,80.0,48,16,74.35,Adapte,Adapte,Adapte / Adapte
2425,766,2017,Mathématique,8,7,QCM,0.6791,0.16,0.51,64,59,43,16,1.08,72.88,43,21,67.91,Adapte,Adapte,Adapte / Adapte
3255,766,2018,Mathématique,8,7,QCM,0.691,0.22,0.64,53,42,37,5,1.26,88.1,37,16,69.1,Adapte,Adapte,Adapte / Adapte
4085,766,2019,Mathématique,8,7,QCM,0.6368,0.18,0.5,54,44,34,10,1.23,77.27,34,20,63.68,Adapte,Adapte,Adapte / Adapte
4915,766,2020,Mathématique,8,7,QCM,0.6023,0.15,0.56,54,37,33,4,1.46,89.19,33,21,60.23,Adapte,Adapte,Adapte / Adapte
766,767,2015,Mathématique,8,8,QO,0.1746,0.98,0.01,86,74,15,59,1.16,20.27,15,71,17.46,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1596,767,2016,Mathématique,8,8,QO,0.2294,0.94,0.07,73,61,17,44,1.2,27.87,17,56,22.94,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
2426,767,2017,Mathématique,8,8,QO,0.9658,0.05,0.54,63,63,61,2,1.0,96.83,61,2,96.58,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3256,767,2018,Mathématique,8,8,QO,0.4863,0.85,0.01,66,54,32,22,1.22,59.26,32,34,48.63,Trop Facile,Difficile,Trop Facile / Difficile
4086,767,2019,Mathématique,8,8,QO,0.1724,0.98,0.03,76,39,13,26,1.95,33.33,13,63,17.24,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
4916,767,2020,Mathématique,8,8,QO,0.9944,0.1,0.61,65,65,65,0,1.0,100.0,65,0,99.44,Trop Facile,Trop Facile,Trop Facile / Trop Facile
767,768,2015,Mathématique,9,1,QCU,0.0877,0.2,0.23,87,59,8,51,1.47,13.56,8,79,8.77,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1597,768,2016,Mathématique,9,1,QCU,0.9239,0.1,0.94,90,84,83,1,1.07,98.81,83,7,92.39,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2427,768,2017,Mathématique,9,1,QCU,0.9293,0.02,0.99,84,83,78,5,1.01,93.98,78,6,92.93,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3257,768,2018,Mathématique,9,1,QCU,0.3804,0.39,0.31,96,92,37,55,1.04,40.22,37,59,38.04,Trop Facile,Difficile,Trop Facile / Difficile
4087,768,2019,Mathématique,9,1,QCU,0.9802,0.08,0.93,96,94,94,0,1.02,100.0,94,2,98.02,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4917,768,2020,Mathématique,9,1,QCU,0.9615,0.04,0.97,87,85,84,1,1.02,98.82,84,3,96.15,Trop Facile,Trop Facile,Trop Facile / Trop Facile
768,769,2015,Mathématique,9,2,QCM,0.7426,0.23,0.57,33,31,25,6,1.06,80.65,25,8,74.26,Adapte,Adapte,Adapte / Adapte
1598,769,2016,Mathématique,9,2,QCM,0.7255,0.24,0.61,35,30,25,5,1.17,83.33,25,10,72.55,Adapte,Adapte,Adapte / Adapte
2428,769,2017,Mathématique,9,2,QCM,0.7321,0.02,0.42,38,33,28,5,1.15,84.85,28,10,73.21,Adapte,Adapte,Adapte / Adapte
3258,769,2018,Mathématique,9,2,QCM,0.6289,0.02,0.46,36,28,23,5,1.29,82.14,23,13,62.89,Adapte,Adapte,Adapte / Adapte
4088,769,2019,Mathématique,9,2,QCM,0.7344,0.03,0.49,32,31,24,7,1.03,77.42,24,8,73.44,Adapte,Adapte,Adapte / Adapte
4918,769,2020,Mathématique,9,2,QCM,0.6693,0.01,0.41,28,27,19,8,1.04,70.37,19,9,66.93,Adapte,Adapte,Adapte / Adapte
769,770,2015,Mathématique,9,3,QCM,0.7341,0.26,0.4,88,82,65,17,1.07,79.27,65,23,73.41,Difficile,Adapte,Difficile / Adapte
1599,770,2016,Mathématique,9,3,QCM,0.6863,0.04,0.51,95,95,65,30,1.0,68.42,65,30,68.63,Adapte,Adapte,Adapte / Adapte
2429,770,2017,Mathématique,9,3,QCM,0.7257,0.13,0.6,102,78,74,4,1.31,94.87,74,28,72.57,Adapte,Adapte,Adapte / Adapte
3259,770,2018,Mathématique,9,3,QCM,0.6933,0.18,0.41,121,108,84,24,1.12,77.78,84,37,69.33,Adapte,Adapte,Adapte / Adapte
4089,770,2019,Mathématique,9,3,QCM,0.6365,0.03,0.42,118,116,75,41,1.02,64.66,75,43,63.65,Adapte,Adapte,Adapte / Adapte
4919,770,2020,Mathématique,9,3,QCM,0.7319,0.05,0.59,130,98,95,3,1.33,96.94,95,35,73.19,Adapte,Adapte,Adapte / Adapte
