,Year,Departement,Module_ID,Module,Chapter_ID,Chapter,Quiz_perChapter,Quizz_ID,Rank_onChapter,Quizz_Type,Slip,Guess,Success_Prct,Success_Attempts,Failure_Attempts,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Predict_Difficulty,Correct_Difficulty,Score,Difficulty_String,Difficulty
6192,2020,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,863,2,QROC,0.13,0.6,66.53,2,1,3,2,2,0,1.5,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
863,2015,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,864,3,QCM,0.78,0.19,0.27,0,98,98,66,0,66,1.48,0.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1929,2016,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,864,3,QCM,0.46,0.62,45.73,51,60,111,84,51,33,1.32,60.71,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
2995,2017,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,864,3,QCM,0.07,0.71,86.76,104,16,120,108,104,4,1.11,96.3,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
4061,2018,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,864,3,QROC,0.66,0.02,24.61,26,81,107,81,26,55,1.32,32.1,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
5127,2019,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,864,3,QROC,0.91,0.12,14.65,15,84,99,84,15,69,1.18,17.86,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
6193,2020,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,864,3,QROC,0.07,0.62,74.67,76,26,102,81,76,5,1.26,93.83,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
864,2015,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,865,4,QCM,0.51,0.18,30.13,23,53,76,23,23,0,3.3,100.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1930,2016,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,865,4,QCM,0.29,0.68,43.5,32,42,74,42,32,10,1.76,76.19,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
2996,2017,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,865,4,QCM,0.71,0.17,21.17,14,52,66,23,14,9,2.87,60.87,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4062,2018,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,865,4,QCM,0.26,0.62,39.32,22,35,57,33,22,11,1.73,66.67,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
5128,2019,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,865,4,QCU,0.45,0.25,13.2,7,47,54,43,7,36,1.26,16.28,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
6194,2020,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,865,4,QCU,0.61,0.37,23.79,14,43,57,24,14,10,2.38,58.33,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
865,2015,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,866,5,QROC,0.94,0.1,25.07,5,15,20,8,5,3,2.5,62.5,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
1931,2016,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,866,5,QROC,0.03,0.7,72.19,17,6,23,23,17,6,1.0,73.91,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2997,2017,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,866,5,QROC,0.16,0.77,72.19,18,7,25,19,18,1,1.32,94.74,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4063,2018,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,866,5,QO,0.02,0.64,72.19,20,8,28,21,20,1,1.33,95.24,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5129,2019,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,866,5,QO,0.15,0.9,72.19,17,7,24,22,17,5,1.09,77.27,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
6195,2020,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,866,5,QO,0.16,0.65,72.19,16,6,22,17,16,1,1.29,94.12,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
866,2015,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,867,6,QCU,0.17,0.8,86.02,19,3,22,19,19,0,1.16,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1932,2016,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,867,6,QCU,0.19,0.95,75.84,18,6,24,19,18,1,1.26,94.74,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
2998,2017,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,867,6,QCU,0.6,0.27,12.48,3,23,26,14,3,11,1.86,21.43,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4064,2018,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,867,6,QCU,0.75,0.27,17.08,4,18,22,10,4,6,2.2,40.0,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
5130,2019,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,867,6,QCU,0.26,0.42,44.25,9,12,21,15,9,6,1.4,60.0,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
6196,2020,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,867,6,QCU,0.11,0.76,81.78,20,4,24,21,20,1,1.14,95.24,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Pas Adapte
867,2015,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,868,7,QCM,0.17,0.93,65.51,64,34,98,73,64,9,1.34,87.67,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Adapte
1933,2016,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,868,7,QCM,0.02,0.75,65.51,65,34,99,79,65,14,1.25,82.28,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2999,2017,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,868,7,QCM,0.06,0.91,65.51,61,32,93,86,61,25,1.08,70.93,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4065,2018,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,868,7,QCM,0.18,0.73,65.51,52,28,80,53,52,1,1.51,98.11,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5131,2019,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,868,7,QCM,0.09,0.91,65.51,60,32,92,85,60,25,1.08,70.59,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
6197,2020,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,868,7,QCM,0.11,0.9,65.51,67,36,103,96,67,29,1.07,69.79,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
868,2015,Philosophie,1,La Culture,3,Religion et Morale,10,869,1,QCM,0.41,0.59,38.0,18,30,48,22,18,4,2.18,81.82,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
1934,2016,Philosophie,1,La Culture,3,Religion et Morale,10,869,1,QCM,0.49,0.66,35.89,15,28,43,19,15,4,2.26,78.95,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
3000,2017,Philosophie,1,La Culture,3,Religion et Morale,10,869,1,QCM,0.16,0.77,78.1,33,9,42,39,33,6,1.08,84.62,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Pas Adapte
4066,2018,Philosophie,1,La Culture,3,Religion et Morale,10,869,1,QCM,0.76,0.22,15.17,6,32,38,35,6,29,1.09,17.14,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
5132,2019,Philosophie,1,La Culture,3,Religion et Morale,10,869,1,QCU,0.26,0.68,48.23,20,21,41,30,20,10,1.37,66.67,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
6198,2020,Philosophie,1,La Culture,3,Religion et Morale,10,869,1,QROC,0.12,0.89,79.85,32,8,40,39,32,7,1.03,82.05,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
869,2015,Philosophie,1,La Culture,3,Religion et Morale,10,870,2,QCU,0.59,0.29,7.83,1,13,14,9,1,8,1.56,11.11,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1935,2016,Philosophie,1,La Culture,3,Religion et Morale,10,870,2,QCU,0.17,0.99,91.55,15,1,16,15,15,0,1.07,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
3001,2017,Philosophie,1,La Culture,3,Religion et Morale,10,870,2,QCU,0.39,0.52,51.79,9,8,17,11,9,2,1.55,81.82,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
4067,2018,Philosophie,1,La Culture,3,Religion et Morale,10,870,2,QO,0.68,0.2,58.55,11,7,18,13,11,2,1.38,84.62,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
5133,2019,Philosophie,1,La Culture,3,Religion et Morale,10,870,2,QO,0.98,0.04,5.23,1,14,15,13,1,12,1.15,7.69,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
6199,2020,Philosophie,1,La Culture,3,Religion et Morale,10,870,2,QO,0.03,0.95,94.93,14,1,15,15,14,1,1.0,93.33,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
870,2015,Philosophie,1,La Culture,3,Religion et Morale,10,871,3,QO,0.94,0.0,7.08,6,77,83,67,6,61,1.24,8.96,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1936,2016,Philosophie,1,La Culture,3,Religion et Morale,10,871,3,QO,0.94,0.0,32.57,23,49,72,63,23,40,1.14,36.51,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
3002,2017,Philosophie,1,La Culture,3,Religion et Morale,10,871,3,QO,0.84,0.01,29.78,24,57,81,59,24,35,1.37,40.68,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
4068,2018,Philosophie,1,La Culture,3,Religion et Morale,10,871,3,QROC,0.45,0.33,61.84,43,27,70,46,43,3,1.52,93.48,Facile,Moyen,-1,Plus Difficile que la Prediction,Adapte
5134,2019,Philosophie,1,La Culture,3,Religion et Morale,10,871,3,QROC,0.46,0.25,61.84,41,25,66,54,41,13,1.22,75.93,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
6200,2020,Philosophie,1,La Culture,3,Religion et Morale,10,871,3,QROC,0.31,0.26,61.84,36,22,58,52,36,16,1.12,69.23,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
871,2015,Philosophie,1,La Culture,3,Religion et Morale,10,872,4,QCM,0.33,0.5,37.02,30,52,82,68,30,38,1.21,44.12,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
1937,2016,Philosophie,1,La Culture,3,Religion et Morale,10,872,4,QCM,0.61,0.24,3.85,3,74,77,59,3,56,1.31,5.08,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
3003,2017,Philosophie,1,La Culture,3,Religion et Morale,10,872,4,QCM,0.78,0.22,21.58,17,60,77,60,17,43,1.28,28.33,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4069,2018,Philosophie,1,La Culture,3,Religion et Morale,10,872,4,QCM,0.33,0.46,53.78,46,40,86,68,46,22,1.26,67.65,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
5135,2019,Philosophie,1,La Culture,3,Religion et Morale,10,872,4,QROC,0.51,0.37,51.76,48,44,92,83,48,35,1.11,57.83,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
6201,2020,Philosophie,1,La Culture,3,Religion et Morale,10,872,4,QROC,1.0,0.14,2.08,2,97,99,94,2,92,1.05,2.13,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
872,2015,Philosophie,1,La Culture,3,Religion et Morale,10,873,5,QCM,0.03,0.88,68.58,37,17,54,46,37,9,1.17,80.43,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
1938,2016,Philosophie,1,La Culture,3,Religion et Morale,10,873,5,QCM,0.03,0.81,68.58,32,15,47,40,32,8,1.18,80.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3004,2017,Philosophie,1,La Culture,3,Religion et Morale,10,873,5,QCM,0.07,0.71,68.58,28,13,41,36,28,8,1.14,77.78,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4070,2018,Philosophie,1,La Culture,3,Religion et Morale,10,873,5,QCM,0.19,0.85,68.58,25,11,36,33,25,8,1.09,75.76,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5136,2019,Philosophie,1,La Culture,3,Religion et Morale,10,873,5,QCM,0.12,0.8,68.58,26,12,38,28,26,2,1.36,92.86,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
6202,2020,Philosophie,1,La Culture,3,Religion et Morale,10,873,5,QCM,0.09,0.86,68.58,27,12,39,34,27,7,1.15,79.41,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
873,2015,Philosophie,1,La Culture,3,Religion et Morale,10,874,6,QCM,0.55,0.28,6.3,3,41,44,42,3,39,1.05,7.14,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
1939,2016,Philosophie,1,La Culture,3,Religion et Morale,10,874,6,QCM,0.3,0.66,61.78,23,15,38,34,23,11,1.12,67.65,Difficile,Moyen,1,Plus Facile que la Prediction,Adapte
3005,2017,Philosophie,1,La Culture,3,Religion et Morale,10,874,6,QCM,0.33,0.63,61.78,27,17,44,30,27,3,1.47,90.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
4071,2018,Philosophie,1,La Culture,3,Religion et Morale,10,874,6,QCU,0.3,0.65,61.78,25,15,40,29,25,4,1.38,86.21,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5137,2019,Philosophie,1,La Culture,3,Religion et Morale,10,874,6,QCU,0.39,0.72,61.78,26,16,42,36,26,10,1.17,72.22,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
6203,2020,Philosophie,1,La Culture,3,Religion et Morale,10,874,6,QCU,0.22,0.74,61.78,23,15,38,25,23,2,1.52,92.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
874,2015,Philosophie,1,La Culture,3,Religion et Morale,10,875,7,QROC,0.09,0.85,94.6,41,2,43,43,41,2,1.0,95.35,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1940,2016,Philosophie,1,La Culture,3,Religion et Morale,10,875,7,QROC,0.82,0.24,23.96,9,30,39,32,9,23,1.22,28.12,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
3006,2017,Philosophie,1,La Culture,3,Religion et Morale,10,875,7,QROC,0.01,0.53,68.22,25,11,36,26,25,1,1.38,96.15,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Adapte
4072,2018,Philosophie,1,La Culture,3,Religion et Morale,10,875,7,QROC,0.01,0.83,68.22,27,12,39,32,27,5,1.22,84.38,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5138,2019,Philosophie,1,La Culture,3,Religion et Morale,10,875,7,QROC,0.17,0.96,68.22,29,14,43,42,29,13,1.02,69.05,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
6204,2020,Philosophie,1,La Culture,3,Religion et Morale,10,875,7,QROC,0.0,0.51,68.22,29,13,42,39,29,10,1.08,74.36,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
875,2015,Philosophie,1,La Culture,3,Religion et Morale,10,876,8,QROC,0.25,0.35,51.12,24,23,47,30,24,6,1.57,80.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
1941,2016,Philosophie,1,La Culture,3,Religion et Morale,10,876,8,QO,0.1,0.71,95.68,38,2,40,39,38,1,1.03,97.44,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
3007,2017,Philosophie,1,La Culture,3,Religion et Morale,10,876,8,QO,0.81,0.11,28.13,10,26,36,21,10,11,1.71,47.62,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4073,2018,Philosophie,1,La Culture,3,Religion et Morale,10,876,8,QO,0.15,0.88,86.71,29,5,34,30,29,1,1.13,96.67,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
5139,2019,Philosophie,1,La Culture,3,Religion et Morale,10,876,8,QROC,0.83,0.16,32.3,13,26,39,20,13,7,1.95,65.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
6205,2020,Philosophie,1,La Culture,3,Religion et Morale,10,876,8,QROC,0.16,0.42,75.12,31,10,41,31,31,0,1.32,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
876,2015,Philosophie,1,La Culture,3,Religion et Morale,10,877,9,QO,0.2,0.94,91.86,26,2,28,27,26,1,1.04,96.3,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1942,2016,Philosophie,1,La Culture,3,Religion et Morale,10,877,9,QO,0.33,0.19,58.2,16,12,28,18,16,2,1.56,88.89,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
3008,2017,Philosophie,1,La Culture,3,Religion et Morale,10,877,9,QO,0.42,0.23,63.54,18,11,29,24,18,6,1.21,75.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
4074,2018,Philosophie,1,La Culture,3,Religion et Morale,10,877,9,QO,0.22,0.19,63.54,19,11,30,23,19,4,1.3,82.61,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5140,2019,Philosophie,1,La Culture,3,Religion et Morale,10,877,9,QO,0.61,0.29,63.54,17,10,27,22,17,5,1.23,77.27,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
6206,2020,Philosophie,1,La Culture,3,Religion et Morale,10,877,9,QO,0.58,0.22,63.54,15,8,23,19,15,4,1.21,78.95,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
877,2015,Philosophie,1,La Culture,3,Religion et Morale,10,878,10,QO,0.59,0.25,53.94,11,9,20,11,11,0,1.82,100.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
1943,2016,Philosophie,1,La Culture,3,Religion et Morale,10,878,10,QO,0.14,0.62,66.13,14,7,21,19,14,5,1.11,73.68,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3009,2017,Philosophie,1,La Culture,3,Religion et Morale,10,878,10,QO,0.04,0.85,66.13,16,8,24,22,16,6,1.09,72.73,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4075,2018,Philosophie,1,La Culture,3,Religion et Morale,10,878,10,QROC,0.02,0.91,66.13,15,7,22,18,15,3,1.22,83.33,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5141,2019,Philosophie,1,La Culture,3,Religion et Morale,10,878,10,QROC,0.06,0.96,66.13,14,7,21,15,14,1,1.4,93.33,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
6207,2020,Philosophie,1,La Culture,3,Religion et Morale,10,878,10,QROC,0.17,0.73,66.13,12,6,18,17,12,5,1.06,70.59,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
878,2015,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,2,879,1,QCU,0.32,0.67,63.14,18,10,28,25,18,7,1.12,72.0,Difficile,Moyen,1,Plus Facile que la Prediction,Adapte
1944,2016,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,2,879,1,QCU,0.23,0.55,63.14,16,9,25,23,16,7,1.09,69.57,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
3010,2017,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,2,879,1,QROC,0.41,0.26,63.14,18,10,28,28,18,10,1.0,64.29,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
4076,2018,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,2,879,1,QROC,0.43,0.39,63.14,16,9,25,18,16,2,1.39,88.89,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5142,2019,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,2,879,1,QROC,0.57,0.4,63.14,15,8,23,16,15,1,1.44,93.75,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
6208,2020,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,2,879,1,QROC,0.41,0.38,63.14,14,8,22,19,14,5,1.16,73.68,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
879,2015,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,2,880,2,QCM,0.12,0.81,78.59,24,6,30,25,24,1,1.2,96.0,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
1945,2016,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,2,880,2,QCM,0.47,0.32,48.94,17,17,34,31,17,14,1.1,54.84,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
3011,2017,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,2,880,2,QCM,0.14,0.74,94.35,32,2,34,33,32,1,1.03,96.97,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Pas Adapte
4077,2018,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,2,880,2,QCM,0.21,0.68,49.11,19,20,39,23,19,4,1.7,82.61,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
5143,2019,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,2,880,2,QCM,0.5,0.16,5.11,2,42,44,39,2,37,1.13,5.13,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
6209,2020,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,2,880,2,QCM,0.2,0.4,54.33,22,18,40,36,22,14,1.11,61.11,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
880,2015,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,2,881,1,QCM,0.75,0.15,33.97,17,32,49,26,17,9,1.88,65.38,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1946,2016,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,2,881,1,QCM,0.18,0.86,82.61,45,9,54,47,45,2,1.15,95.74,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
3012,2017,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,2,881,1,QCM,0.18,0.94,98.65,49,1,50,50,49,1,1.0,98.0,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
4078,2018,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,2,881,1,QROC,0.19,0.78,84.62,37,7,44,42,37,5,1.05,88.1,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Pas Adapte
5144,2019,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,2,881,1,QROC,0.15,0.85,69.42,29,13,42,31,29,2,1.35,93.55,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Adapte
6210,2020,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,2,881,1,QROC,0.03,0.76,69.42,31,13,44,34,31,3,1.29,91.18,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
881,2015,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,2,882,2,QCU,0.09,0.78,88.89,34,4,38,35,34,1,1.09,97.14,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1947,2016,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,2,882,2,QCU,0.35,0.62,40.58,17,25,42,29,17,12,1.45,58.62,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
3013,2017,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,2,882,2,QCU,0.63,0.24,25.97,11,33,44,37,11,26,1.19,29.73,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4079,2018,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,2,882,2,QCU,0.58,0.31,14.58,7,40,47,18,7,11,2.61,38.89,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
5145,2019,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,2,882,2,QCM,0.51,0.19,19.37,10,41,51,51,10,41,1.0,19.61,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
6211,2020,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,2,882,2,QCM,0.13,0.92,73.96,38,14,52,48,38,10,1.08,79.17,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Adapte
882,2015,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,5,883,1,QCM,0.09,0.86,70.78,18,7,25,25,18,7,1.0,72.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
1948,2016,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,5,883,1,QCM,0.14,0.93,70.78,21,8,29,27,21,6,1.07,77.78,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3014,2017,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,5,883,1,QCM,0.06,0.86,70.78,20,8,28,23,20,3,1.22,86.96,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
