,Course_ID,Year,Course_Duration,Course_Duration_Digit,Number_Ressources,Number_Video,Number_Quiz,Number_Exam,Basic_Sequence,Advanced_Sequence
8036,838,2020,15,15,10,3,7,0,Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz,Vid2H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Quiz2H
837,838,2013,15,13,7,1,3,3,Quiz-Vid-Exam-Quiz-Exam-Exam-Quiz,Quiz2H-Exam1H-Vid4H-Quiz2H-Exam1H-Quiz2H-Exam1H
3859,838,2016,15,15,11,7,3,1,Vid-Vid-Quiz-Quiz-Quiz-Exam-Vid-Vid-Vid-Vid-Vid,Vid1H-Quiz1H-Exam2H-Quiz1H-Vid1H-Vid3H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H
1851,838,2014,15,14,9,2,5,2,Quiz-Vid-Vid-Quiz-Quiz-Exam-Quiz-Quiz-Exam,Vid1H-Quiz1H-Quiz2H-Quiz2H-Quiz1H-Vid2H-Quiz2H-Exam2H-Exam1H
7071,838,2019,15,15,10,4,3,3,Quiz-Quiz-Exam-Vid-Vid-Exam-Vid-Exam-Quiz-Vid,Quiz2H-Quiz2H-Exam1H-Vid2H-Exam1H-Vid2H-Exam1H-Vid1H-Vid1H-Quiz2H
7072,839,2019,39,30,19,10,7,2,Vid-Vid-Vid-Quiz-Exam-Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Exam-Vid-Quiz,Quiz2H-Vid1H-Exam1H-Quiz2H-Vid2H-Vid2H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid2H-Vid2H-Quiz2H-Quiz2H-Quiz2H-Exam1H-Vid1H-Vid1H
8037,839,2020,39,31,21,7,13,1,Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Exam-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz,Quiz1H-Vid2H-Quiz2H-Vid1H-Quiz1H-Vid2H-Quiz1H-Exam1H-Quiz2H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Vid2H
838,839,2013,39,9,5,1,2,2,Quiz-Quiz-Exam-Exam-Vid,Exam1H-Quiz1H-Quiz2H-Exam1H-Vid4H
4881,839,2017,39,22,12,2,7,3,Quiz-Exam-Vid-Exam-Quiz-Quiz-Quiz-Exam-Quiz-Quiz-Quiz-Vid,Vid4H-Exam1H-Quiz1H-Exam1H-Quiz2H-Quiz2H-Quiz1H-Quiz2H-Quiz2H-Exam1H-Quiz2H-Vid3H
3860,839,2016,39,18,14,7,6,1,Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Exam-Quiz,Vid1H-Vid3H-Vid1H-Vid1H-Exam1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Quiz1H-Quiz1H-Vid1H
1852,839,2014,39,12,8,4,4,0,Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz,Vid1H-Quiz1H-Vid2H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid4H
5977,839,2018,39,26,22,11,10,1,Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Exam-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Quiz,Vid1H-Quiz1H-Vid1H-Vid1H-Vid2H-Vid1H-Quiz1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid2H-Vid1H-Quiz1H-Quiz1H-Vid1H-Exam1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Quiz1H
2764,839,2015,39,17,10,3,6,1,Quiz-Quiz-Vid-Quiz-Exam-Vid-Quiz-Vid-Quiz-Quiz,Vid3H-Quiz2H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Exam4H
1853,840,2014,25,23,21,9,11,1,Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Exam-Quiz,Quiz1H-Vid1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Exam1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H
5978,840,2018,25,25,20,6,13,1,Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Exam-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid,Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Exam2H-Vid3H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H
7073,840,2019,25,25,14,4,9,1,Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Exam,Quiz1H-Vid4H-Quiz1H-Quiz1H-Exam3H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid4H-Vid4H-Quiz1H-Quiz1H
4882,840,2017,25,25,22,12,9,1,Vid-Quiz-Quiz-Exam-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz,Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Quiz1H-Exam1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz2H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H
2765,840,2015,25,25,23,16,4,3,Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Exam-Exam-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Exam-Vid-Quiz-Vid,Vid1H-Vid1H-Vid1H-Exam1H-Quiz2H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Exam1H-Vid1H-Vid2H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H
8038,840,2020,25,25,18,6,10,2,Vid-Vid-Quiz-Quiz-Quiz-Exam-Vid-Quiz-Vid-Quiz-Vid-Quiz-Exam-Vid-Quiz-Quiz-Quiz-Quiz,Vid1H-Exam2H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Exam2H-Quiz2H-Vid1H-Vid2H-Vid1H-Quiz2H-Vid1H-Quiz2H
839,840,2013,25,16,15,9,5,1,Vid-Quiz-Vid-Quiz-Vid-Exam-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz,Vid1H-Quiz1H-Exam2H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H
3861,840,2016,25,25,15,4,9,2,Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Exam-Quiz-Vid-Quiz-Exam-Vid-Quiz,Vid4H-Quiz2H-Vid1H-Quiz2H-Quiz1H-Quiz2H-Exam2H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz2H-Exam1H-Vid2H
3862,841,2016,10,3,2,1,1,0,Quiz-Vid,Vid2H-Quiz1H
7074,841,2019,10,7,5,2,2,1,Quiz-Exam-Vid-Quiz-Vid,Vid2H-Quiz1H-Quiz2H-Exam1H-Vid1H
5979,841,2018,10,5,4,2,2,0,Vid-Quiz-Quiz-Vid,Quiz2H-Vid1H-Quiz1H-Vid1H
8039,841,2020,10,8,5,1,3,1,Quiz-Vid-Quiz-Quiz-Exam,Quiz1H-Vid3H-Quiz1H-Exam2H-Quiz1H
2766,841,2015,10,3,2,1,1,0,Quiz-Vid,Quiz1H-Vid2H
840,841,2013,10,2,2,1,1,0,Quiz-Vid,Quiz1H-Vid1H
4883,841,2017,10,4,3,1,1,1,Vid-Quiz-Exam,Exam1H-Quiz2H-Vid1H
1854,841,2014,10,3,3,1,2,0,Quiz-Quiz-Vid,Vid1H-Quiz1H-Quiz1H
5980,842,2018,22,16,9,2,3,4,Quiz-Quiz-Exam-Quiz-Vid-Exam-Vid-Exam-Exam,Exam1H-Exam1H-Quiz2H-Vid3H-Quiz1H-Vid4H-Exam1H-Exam1H-Quiz2H
4884,842,2017,22,13,8,3,3,2,Exam-Vid-Quiz-Quiz-Vid-Vid-Exam-Quiz,Quiz1H-Vid3H-Exam1H-Vid4H-Exam1H-Quiz1H-Quiz1H-Vid1H
3863,842,2016,22,11,10,8,1,1,Vid-Quiz-Vid-Vid-Vid-Exam-Vid-Vid-Vid-Vid,Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Exam1H
1855,842,2014,22,7,3,1,2,0,Vid-Quiz-Quiz,Quiz2H-Quiz1H-Vid4H
7075,842,2019,22,21,12,3,9,0,Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Quiz,Vid3H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Quiz1H-Quiz1H-Quiz2H-Quiz1H-Vid3H-Quiz1H-Quiz2H
841,842,2013,22,6,4,2,1,1,Exam-Vid-Quiz-Vid,Quiz2H-Vid2H-Vid1H-Exam1H
2767,842,2015,22,9,6,4,1,1,Vid-Exam-Vid-Quiz-Vid-Vid,Vid1H-Vid2H-Vid1H-Quiz2H-Vid2H-Exam1H
8040,842,2020,22,22,15,3,11,1,Quiz-Exam-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid,Quiz1H-Quiz1H-Exam1H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Vid4H-Quiz1H-Quiz1H-Vid1H-Quiz1H
1856,843,2014,9,3,2,1,1,0,Vid-Quiz,Quiz1H-Vid2H
3864,843,2016,9,5,4,1,3,0,Quiz-Quiz-Quiz-Vid,Quiz1H-Quiz1H-Vid2H-Quiz1H
4885,843,2017,9,6,5,2,3,0,Quiz-Vid-Vid-Quiz-Quiz,Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid2H
5981,843,2018,9,7,3,1,1,1,Exam-Quiz-Vid,Vid4H-Quiz2H-Exam1H
2768,843,2015,9,4,3,1,1,1,Vid-Quiz-Exam,Quiz2H-Vid1H-Exam1H
7076,843,2019,9,7,6,1,3,2,Exam-Exam-Quiz-Quiz-Quiz-Vid,Exam1H-Quiz1H-Quiz1H-Vid2H-Exam1H-Quiz1H
842,843,2013,9,2,2,1,1,0,Vid-Quiz,Quiz1H-Vid1H
8041,843,2020,9,9,4,1,2,1,Quiz-Exam-Quiz-Vid,Vid4H-Exam1H-Quiz2H-Quiz2H
2769,844,2015,38,38,34,25,7,2,Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Exam-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Exam-Vid-Quiz,Vid1H-Quiz2H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Exam1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz1H-Exam2H
5982,844,2018,38,38,24,14,9,1,Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Exam-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid,Vid1H-Quiz1H-Vid2H-Quiz1H-Vid2H-Vid3H-Quiz1H-Quiz1H-Quiz2H-Vid3H-Quiz1H-Vid3H-Vid2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid2H-Vid1H-Vid2H-Quiz1H-Vid2H-Exam2H-Quiz1H
1857,844,2014,38,31,31,22,5,4,Exam-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Exam-Exam-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Exam-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid,Exam1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Exam1H-Vid1H-Quiz1H-Vid1H-Exam1H-Vid1H-Quiz1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H
4886,844,2017,38,38,21,13,5,3,Exam-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Exam-Exam-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid,Quiz1H-Quiz2H-Vid2H-Vid1H-Vid1H-Quiz1H-Vid4H-Vid3H-Vid2H-Vid3H-Vid2H-Exam1H-Vid3H-Quiz2H-Quiz2H-Vid1H-Vid1H-Exam1H-Vid3H-Exam1H-Vid1H
843,844,2013,38,28,22,8,11,3,Quiz-Quiz-Exam-Exam-Quiz-Vid-Vid-Exam-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid,Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Quiz2H-Exam1H-Vid1H-Quiz2H-Quiz2H-Vid1H-Vid1H-Exam1H-Quiz1H-Vid1H-Quiz2H-Vid1H-Quiz2H-Vid1H-Vid2H
8042,844,2020,38,38,35,14,20,1,Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Exam-Quiz-Quiz,Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Exam1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid2H
3865,844,2016,38,38,30,9,19,2,Vid-Quiz-Quiz-Quiz-Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Exam-Vid-Quiz-Quiz-Quiz-Vid-Vid,Quiz1H-Quiz2H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Quiz2H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Quiz1H-Exam1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Vid2H-Quiz1H-Vid3H-Quiz1H
7077,844,2019,38,38,27,9,17,1,Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Exam-Quiz-Quiz-Vid-Vid,Quiz1H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Vid2H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Vid3H-Quiz2H-Vid2H-Exam1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz2H-Vid2H-Quiz2H-Quiz1H
5983,845,2018,32,32,26,19,5,2,Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Exam-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Exam-Vid,Exam1H-Vid1H-Quiz1H-Exam2H-Vid1H-Vid1H-Quiz2H-Vid2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid2H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid2H-Vid2H
1858,845,2014,32,22,20,6,13,1,Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Exam-Quiz-Vid-Quiz-Quiz-Quiz-Quiz,Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Exam2H-Vid1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H
2770,845,2015,32,31,27,15,10,2,Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Exam-Vid-Exam,Vid1H-Quiz1H-Exam2H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Exam1H-Quiz1H-Vid2H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H
844,845,2013,32,20,14,5,9,0,Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid,Vid4H-Quiz1H-Quiz1H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz2H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz2H
3866,845,2016,32,32,20,7,12,1,Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Exam-Quiz-Vid-Quiz,Quiz1H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz2H-Vid3H-Vid2H-Quiz1H-Exam2H-Vid1H-Vid2H-Quiz2H-Quiz1H-Vid2H-Quiz2H
4887,845,2017,32,32,14,6,6,2,Vid-Exam-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Exam-Quiz-Vid-Quiz-Quiz,Quiz2H-Exam2H-Exam1H-Vid1H-Quiz2H-Vid4H-Vid4H-Quiz1H-Quiz2H-Vid4H-Vid2H-Vid4H-Quiz1H-Quiz2H
8043,845,2020,32,32,23,11,12,0,Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz,Quiz1H-Vid1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid2H-Vid3H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid4H-Vid1H-Vid2H-Quiz1H-Vid2H-Quiz1H-Quiz1H
7078,845,2019,32,32,19,10,6,3,Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Quiz-Exam-Exam-Quiz-Exam-Vid-Quiz-Vid-Vid-Vid,Quiz1H-Quiz1H-Quiz1H-Vid3H-Vid1H-Vid2H-Vid2H-Vid1H-Quiz1H-Vid2H-Vid2H-Vid4H-Exam1H-Quiz2H-Vid2H-Quiz1H-Exam1H-Vid3H-Exam1H
2771,846,2015,20,11,8,1,6,1,Quiz-Quiz-Vid-Quiz-Exam-Quiz-Quiz-Quiz,Quiz1H-Quiz1H-Quiz2H-Vid2H-Exam2H-Quiz1H-Quiz1H-Quiz1H
845,846,2013,20,8,5,1,2,2,Exam-Vid-Exam-Quiz-Quiz,Quiz2H-Exam1H-Exam1H-Vid2H-Quiz2H
8044,846,2020,20,20,12,7,4,1,Vid-Quiz-Exam-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid,Vid2H-Quiz1H-Vid2H-Quiz2H-Vid1H-Vid2H-Quiz1H-Vid2H-Vid1H-Quiz1H-Exam4H-Vid1H
3867,846,2016,20,13,9,4,4,1,Quiz-Exam-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid,Quiz1H-Exam2H-Quiz2H-Vid1H-Quiz2H-Vid1H-Quiz2H-Vid1H-Vid1H
1859,846,2014,20,9,8,3,3,2,Vid-Quiz-Quiz-Quiz-Exam-Vid-Exam-Vid,Exam1H-Vid2H-Vid1H-Vid1H-Quiz1H-Quiz1H-Exam1H-Quiz1H
7079,846,2019,20,19,17,11,5,1,Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Exam-Vid-Vid-Vid-Vid-Vid-Quiz,Exam1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz2H-Quiz1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H
5984,846,2018,20,18,10,6,2,2,Vid-Quiz-Exam-Quiz-Exam-Vid-Vid-Vid-Vid-Vid,Exam1H-Vid2H-Quiz1H-Exam1H-Vid2H-Vid3H-Vid2H-Vid2H-Quiz2H-Vid2H
4888,846,2017,20,17,11,5,4,2,Vid-Quiz-Exam-Exam-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid,Quiz1H-Exam2H-Exam1H-Quiz1H-Vid2H-Vid2H-Vid1H-Vid2H-Vid2H-Quiz1H-Quiz2H
5985,847,2018,35,31,15,8,6,1,Quiz-Vid-Vid-Exam-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid,Vid2H-Quiz1H-Vid4H-Exam1H-Quiz1H-Quiz2H-Vid4H-Vid4H-Vid2H-Quiz1H-Quiz1H-Vid2H-Vid1H-Vid4H-Quiz1H
3868,847,2016,35,24,13,6,6,1,Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Exam-Vid-Quiz-Vid,Exam2H-Quiz1H-Quiz1H-Vid1H-Vid2H-Quiz1H-Vid2H-Quiz1H-Vid4H-Quiz2H-Vid2H-Vid4H-Quiz1H
4889,847,2017,35,29,25,11,13,1,Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Quiz-Vid,Vid1H-Vid1H-Quiz2H-Exam1H-Quiz1H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid3H
7080,847,2019,35,32,20,5,13,2,Quiz-Quiz-Vid-Quiz-Quiz-Vid-Exam-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Exam,Vid3H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Exam1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Exam1H-Quiz2H-Vid4H-Quiz2H
2772,847,2015,35,19,14,9,4,1,Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Exam,Vid1H-Vid1H-Quiz2H-Exam3H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz2H-Vid1H
1860,847,2014,35,14,9,5,2,2,Exam-Vid-Vid-Quiz-Vid-Exam-Vid-Quiz-Vid,Vid1H-Vid4H-Vid2H-Quiz1H-Vid1H-Quiz2H-Exam1H-Exam1H-Vid1H
846,847,2013,35,14,9,5,3,1,Exam-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz,Vid1H-Quiz2H-Quiz2H-Vid2H-Exam1H-Vid1H-Vid1H-Quiz2H-Vid2H
8045,847,2020,35,33,28,18,9,1,Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Exam-Quiz-Vid-Vid-Vid,Vid1H-Quiz1H-Vid1H-Quiz2H-Exam1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid3H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H
8046,848,2020,29,29,16,6,7,3,Exam-Quiz-Quiz-Quiz-Exam-Quiz-Exam-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz,Quiz2H-Exam1H-Exam1H-Quiz1H-Vid2H-Quiz2H-Exam1H-Vid2H-Vid2H-Vid3H-Quiz1H-Quiz1H-Quiz2H-Vid4H-Vid2H-Quiz2H
7081,848,2019,29,29,14,5,6,3,Vid-Exam-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Exam-Quiz-Vid-Quiz-Exam,Quiz2H-Vid3H-Quiz1H-Exam1H-Vid3H-Vid4H-Vid3H-Vid3H-Quiz1H-Quiz2H-Exam1H-Quiz2H-Exam1H-Quiz2H
3869,848,2016,29,27,25,12,12,1,Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Exam-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid,Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid2H-Vid1H-Quiz2H-Quiz1H-Vid1H-Exam1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H
2773,848,2015,29,26,11,5,5,1,Quiz-Vid-Quiz-Exam-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid,Exam1H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Vid4H-Vid4H-Vid4H-Quiz2H
5986,848,2018,29,28,23,17,4,2,Quiz-Vid-Exam-Vid-Quiz-Exam-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid,Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz2H-Vid1H-Vid1H-Exam1H-Vid2H-Vid1H-Quiz2H
