,Year,Course_ID,Course_Duration,Course_Ressources,Course_Ress_Digit,Course_Ress_inClass,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
7708,2020,821,53,26,10,16,6,4,0,10,5,1
821,2013,822,15,15,3,12,2,1,0,7,4,1
1805,2014,822,15,15,4,11,2,2,0,7,3,1
2789,2015,822,15,15,4,11,2,2,0,7,3,1
3773,2016,822,15,15,4,11,2,2,0,7,3,1
4757,2017,822,15,15,5,10,2,3,0,7,2,1
5741,2018,822,15,15,5,10,2,3,0,7,2,1
6725,2019,822,15,15,5,10,2,3,0,7,2,1
7709,2020,822,15,15,6,9,3,3,0,6,2,1
822,2013,823,21,14,2,12,2,0,0,7,4,1
1806,2014,823,21,14,2,12,2,0,0,7,4,1
2790,2015,823,21,14,2,12,2,0,0,7,4,1
3774,2016,823,21,14,2,12,2,0,0,7,4,1
4758,2017,823,21,14,3,11,3,0,0,6,4,1
5742,2018,823,21,14,3,11,3,0,0,6,4,1
6726,2019,823,21,14,3,11,3,0,0,6,4,1
7710,2020,823,21,14,4,10,4,0,0,5,4,1
823,2013,824,43,26,6,20,5,1,0,13,6,1
1807,2014,824,43,26,7,19,6,1,0,12,6,1
2791,2015,824,43,26,9,17,6,3,0,12,4,1
3775,2016,824,43,26,9,17,6,3,0,12,4,1
4759,2017,824,43,26,11,15,6,5,0,12,2,1
5743,2018,824,43,26,13,13,7,6,0,11,1,1
6727,2019,824,43,26,15,11,8,7,0,10,0,1
7711,2020,824,43,26,18,8,11,7,0,7,0,1
824,2013,825,37,18,1,17,0,1,0,12,4,1
1808,2014,825,37,18,1,17,0,1,0,12,4,1
2792,2015,825,37,18,1,17,0,1,0,12,4,1
3776,2016,825,37,18,2,16,0,2,0,12,3,1
4760,2017,825,37,18,2,16,0,2,0,12,3,1
5744,2018,825,37,18,2,16,0,2,0,12,3,1
6728,2019,825,37,18,2,16,0,2,0,12,3,1
7712,2020,825,37,18,3,15,1,2,0,11,3,1
825,2013,826,46,13,6,7,3,2,1,5,2,0
1809,2014,826,46,13,6,7,3,2,1,5,2,0
2793,2015,826,46,13,7,6,3,3,1,5,1,0
3777,2016,826,46,13,7,6,3,3,1,5,1,0
4761,2017,826,46,13,7,6,3,3,1,5,1,0
5745,2018,826,46,13,9,4,4,4,1,4,0,0
6729,2019,826,46,13,11,2,6,4,1,2,0,0
7713,2020,826,46,13,11,2,6,4,1,2,0,0
826,2013,827,13,13,4,9,2,1,1,5,3,1
1810,2014,827,13,13,4,9,2,1,1,5,3,1
2794,2015,827,13,13,5,8,2,2,1,5,2,1
3778,2016,827,13,13,5,8,2,2,1,5,2,1
4762,2017,827,13,13,6,7,3,2,1,4,2,1
5746,2018,827,13,13,6,7,3,2,1,4,2,1
6730,2019,827,13,13,6,7,3,2,1,4,2,1
7714,2020,827,13,13,7,6,3,3,1,4,1,1
827,2013,828,13,6,3,3,1,1,1,1,1,1
1811,2014,828,13,6,3,3,1,1,1,1,1,1
2795,2015,828,13,6,4,2,1,2,1,1,0,1
3779,2016,828,13,6,4,2,1,2,1,1,0,1
4763,2017,828,13,6,4,2,1,2,1,1,0,1
5747,2018,828,13,6,5,1,2,2,1,0,0,1
6731,2019,828,13,6,5,1,2,2,1,0,0,1
7715,2020,828,13,6,6,0,2,2,2,0,0,0
828,2013,829,60,31,6,25,4,1,1,17,7,1
1812,2014,829,60,31,7,24,4,2,1,17,6,1
2796,2015,829,60,31,7,24,4,2,1,17,6,1
3780,2016,829,60,31,8,23,5,2,1,16,6,1
4764,2017,829,60,31,9,22,5,3,1,16,5,1
5748,2018,829,60,31,9,22,5,3,1,16,5,1
6732,2019,829,60,31,11,20,6,4,1,15,4,1
7716,2020,829,60,31,12,19,7,4,1,14,4,1
829,2013,830,8,7,3,4,1,1,1,3,1,0
1813,2014,830,8,7,3,4,1,1,1,3,1,0
2797,2015,830,8,7,4,3,1,2,1,3,0,0
3781,2016,830,8,7,4,3,1,2,1,3,0,0
4765,2017,830,8,7,5,2,2,2,1,2,0,0
5749,2018,830,8,7,5,2,2,2,1,2,0,0
6733,2019,830,8,7,5,2,2,2,1,2,0,0
7717,2020,830,8,7,5,2,2,2,1,2,0,0
830,2013,831,17,16,2,14,1,1,0,9,5,0
1814,2014,831,17,16,2,14,1,1,0,9,5,0
2798,2015,831,17,16,2,14,1,1,0,9,5,0
3782,2016,831,17,16,2,14,1,1,0,9,5,0
4766,2017,831,17,16,2,14,1,1,0,9,5,0
5750,2018,831,17,16,2,14,1,1,0,9,5,0
6734,2019,831,17,16,2,14,1,1,0,9,5,0
7718,2020,831,17,16,3,13,1,2,0,9,4,0
831,2013,832,29,18,1,17,0,1,0,12,5,0
1815,2014,832,29,18,1,17,0,1,0,12,5,0
2799,2015,832,29,18,1,17,0,1,0,12,5,0
3783,2016,832,29,18,1,17,0,1,0,12,5,0
4767,2017,832,29,18,1,17,0,1,0,12,5,0
5751,2018,832,29,18,1,17,0,1,0,12,5,0
6735,2019,832,29,18,1,17,0,1,0,12,5,0
7719,2020,832,29,18,1,17,0,1,0,12,5,0
832,2013,833,11,5,2,3,1,1,0,2,1,0
1816,2014,833,11,5,2,3,1,1,0,2,1,0
2800,2015,833,11,5,3,2,2,1,0,1,1,0
3784,2016,833,11,5,3,2,2,1,0,1,1,0
4768,2017,833,11,5,3,2,2,1,0,1,1,0
5752,2018,833,11,5,4,1,2,2,0,1,0,0
6736,2019,833,11,5,4,1,2,2,0,1,0,0
7720,2020,833,11,5,5,0,3,2,0,0,0,0
833,2013,834,9,4,1,3,1,0,0,1,1,1
1817,2014,834,9,4,1,3,1,0,0,1,1,1
2801,2015,834,9,4,1,3,1,0,0,1,1,1
3785,2016,834,9,4,1,3,1,0,0,1,1,1
4769,2017,834,9,4,1,3,1,0,0,1,1,1
5753,2018,834,9,4,1,3,1,0,0,1,1,1
6737,2019,834,9,4,1,3,1,0,0,1,1,1
7721,2020,834,9,4,1,3,1,0,0,1,1,1
834,2013,835,9,3,2,1,2,0,0,0,1,0
1818,2014,835,9,3,2,1,2,0,0,0,1,0
2802,2015,835,9,3,2,1,2,0,0,0,1,0
3786,2016,835,9,3,2,1,2,0,0,0,1,0
4770,2017,835,9,3,2,1,2,0,0,0,1,0
5754,2018,835,9,3,3,0,2,1,0,0,0,0
6738,2019,835,9,3,3,0,2,1,0,0,0,0
7722,2020,835,9,3,3,0,2,1,0,0,0,0
835,2013,836,10,5,2,3,2,0,0,2,1,0
1819,2014,836,10,5,2,3,2,0,0,2,1,0
2803,2015,836,10,5,3,2,2,1,0,2,0,0
3787,2016,836,10,5,3,2,2,1,0,2,0,0
4771,2017,836,10,5,3,2,2,1,0,2,0,0
5755,2018,836,10,5,3,2,2,1,0,2,0,0
6739,2019,836,10,5,4,1,3,1,0,1,0,0
7723,2020,836,10,5,4,1,3,1,0,1,0,0
836,2013,837,34,9,1,8,0,1,0,4,3,1
1820,2014,837,34,9,1,8,0,1,0,4,3,1
2804,2015,837,34,9,1,8,0,1,0,4,3,1
3788,2016,837,34,9,1,8,0,1,0,4,3,1
4772,2017,837,34,9,1,8,0,1,0,4,3,1
5756,2018,837,34,9,1,8,0,1,0,4,3,1
6740,2019,837,34,9,1,8,0,1,0,4,3,1
7724,2020,837,34,9,1,8,0,1,0,4,3,1
837,2013,838,27,7,1,6,0,1,0,4,1,1
1821,2014,838,27,7,2,5,1,1,0,3,1,1
2805,2015,838,27,7,2,5,1,1,0,3,1,1
3789,2016,838,27,7,2,5,1,1,0,3,1,1
4773,2017,838,27,7,2,5,1,1,0,3,1,1
5757,2018,838,27,7,3,4,1,2,0,3,0,1
6741,2019,838,27,7,3,4,1,2,0,3,0,1
7725,2020,838,27,7,3,4,1,2,0,3,0,1
838,2013,839,15,8,4,4,1,2,1,2,1,1
1822,2014,839,15,8,5,3,1,3,1,2,0,1
2806,2015,839,15,8,6,2,2,3,1,1,0,1
3790,2016,839,15,8,6,2,2,3,1,1,0,1
4774,2017,839,15,8,7,1,3,3,1,0,0,1
5758,2018,839,15,8,7,1,3,3,1,0,0,1
6742,2019,839,15,8,8,0,3,3,2,0,0,0
7726,2020,839,15,8,8,0,3,3,2,0,0,0
839,2013,840,14,9,2,7,2,0,0,5,2,0
1823,2014,840,14,9,2,7,2,0,0,5,2,0
2807,2015,840,14,9,2,7,2,0,0,5,2,0
3791,2016,840,14,9,2,7,2,0,0,5,2,0
4775,2017,840,14,9,3,6,3,0,0,4,2,0
5759,2018,840,14,9,3,6,3,0,0,4,2,0
6743,2019,840,14,9,3,6,3,0,0,4,2,0
7727,2020,840,14,9,3,6,3,0,0,4,2,0
840,2013,841,7,6,2,4,2,0,0,2,1,1
1824,2014,841,7,6,2,4,2,0,0,2,1,1
2808,2015,841,7,6,2,4,2,0,0,2,1,1
3792,2016,841,7,6,2,4,2,0,0,2,1,1
4776,2017,841,7,6,2,4,2,0,0,2,1,1
5760,2018,841,7,6,2,4,2,0,0,2,1,1
6744,2019,841,7,6,3,3,2,0,1,2,1,0
7728,2020,841,7,6,3,3,2,0,1,2,1,0
841,2013,842,17,5,1,4,1,0,0,3,1,0
1825,2014,842,17,5,2,3,1,1,0,3,0,0
2809,2015,842,17,5,2,3,1,1,0,3,0,0
3793,2016,842,17,5,2,3,1,1,0,3,0,0
4777,2017,842,17,5,2,3,1,1,0,3,0,0
5761,2018,842,17,5,2,3,1,1,0,3,0,0
6745,2019,842,17,5,3,2,2,1,0,2,0,0
7729,2020,842,17,5,3,2,2,1,0,2,0,0
842,2013,843,11,11,5,6,2,2,1,4,1,1
1826,2014,843,11,11,6,5,2,3,1,4,0,1
2810,2015,843,11,11,7,4,3,3,1,3,0,1
3794,2016,843,11,11,7,4,3,3,1,3,0,1
4778,2017,843,11,11,9,2,5,3,1,1,0,1
5762,2018,843,11,11,9,2,5,3,1,1,0,1
6746,2019,843,11,11,10,1,6,3,1,0,0,1
7730,2020,843,11,11,10,1,6,3,1,0,0,1
843,2013,844,6,3,2,1,1,1,0,0,1,0
1827,2014,844,6,3,2,1,1,1,0,0,1,0
2811,2015,844,6,3,2,1,1,1,0,0,1,0
3795,2016,844,6,3,2,1,1,1,0,0,1,0
4779,2017,844,6,3,2,1,1,1,0,0,1,0
5763,2018,844,6,3,3,0,1,2,0,0,0,0
6747,2019,844,6,3,3,0,1,2,0,0,0,0
7731,2020,844,6,3,3,0,1,2,0,0,0,0
844,2013,845,5,4,1,3,0,1,0,1,1,1
1828,2014,845,5,4,1,3,0,1,0,1,1,1
2812,2015,845,5,4,1,3,0,1,0,1,1,1
3796,2016,845,5,4,1,3,0,1,0,1,1,1
4780,2017,845,5,4,1,3,0,1,0,1,1,1
5764,2018,845,5,4,1,3,0,1,0,1,1,1
6748,2019,845,5,4,1,3,0,1,0,1,1,1
7732,2020,845,5,4,1,3,0,1,0,1,1,1
845,2013,846,6,3,2,1,1,1,0,0,1,0
1829,2014,846,6,3,2,1,1,1,0,0,1,0
2813,2015,846,6,3,2,1,1,1,0,0,1,0
3797,2016,846,6,3,2,1,1,1,0,0,1,0
4781,2017,846,6,3,2,1,1,1,0,0,1,0
5765,2018,846,6,3,2,1,1,1,0,0,1,0
6749,2019,846,6,3,3,0,1,2,0,0,0,0
7733,2020,846,6,3,3,0,1,2,0,0,0,0
846,2013,847,10,8,2,6,1,1,0,4,1,1
1830,2014,847,10,8,2,6,1,1,0,4,1,1
2814,2015,847,10,8,2,6,1,1,0,4,1,1
3798,2016,847,10,8,3,5,2,1,0,3,1,1
4782,2017,847,10,8,3,5,2,1,0,3,1,1
5766,2018,847,10,8,3,5,2,1,0,3,1,1
6750,2019,847,10,8,4,4,2,2,0,3,0,1
7734,2020,847,10,8,4,4,2,2,0,3,0,1
847,2013,848,19,15,6,9,2,3,1,6,2,1
1831,2014,848,19,15,7,8,3,3,1,5,2,1
2815,2015,848,19,15,8,7,3,4,1,5,1,1
3799,2016,848,19,15,9,6,3,5,1,5,0,1
4783,2017,848,19,15,11,4,5,5,1,3,0,1
5767,2018,848,19,15,12,3,6,5,1,2,0,1
6751,2019,848,19,15,12,3,6,5,1,2,0,1
7735,2020,848,19,15,14,1,8,5,1,0,0,1
848,2013,849,5,3,2,1,1,1,0,1,0,0
1832,2014,849,5,3,2,1,1,1,0,1,0,0
2816,2015,849,5,3,2,1,1,1,0,1,0,0
3800,2016,849,5,3,2,1,1,1,0,1,0,0
4784,2017,849,5,3,3,0,2,1,0,0,0,0
5768,2018,849,5,3,3,0,2,1,0,0,0,0
6752,2019,849,5,3,3,0,2,1,0,0,0,0
7736,2020,849,5,3,3,0,2,1,0,0,0,0
849,2013,850,38,29,12,17,8,3,1,11,5,1
1833,2014,850,38,29,14,15,8,5,1,11,3,1
2817,2015,850,38,29,16,13,10,5,1,9,3,1
3801,2016,850,38,29,18,11,11,6,1,8,2,1
4785,2017,850,38,29,20,9,11,8,1,8,0,1
5769,2018,850,38,29,20,9,11,8,1,8,0,1
6753,2019,850,38,29,23,6,14,8,1,5,0,1
7737,2020,850,38,29,25,4,16,8,1,3,0,1
850,2013,851,13,6,3,3,1,1,1,1,1,1
1834,2014,851,13,6,4,2,2,1,1,0,1,1
2818,2015,851,13,6,5,1,2,2,1,0,0,1
3802,2016,851,13,6,5,1,2,2,1,0,0,1
4786,2017,851,13,6,6,0,2,2,2,0,0,0
5770,2018,851,13,6,6,0,2,2,2,0,0,0
6754,2019,851,13,6,6,0,2,2,2,0,0,0
7738,2020,851,13,6,6,0,2,2,2,0,0,0
851,2013,852,14,10,1,9,0,1,0,5,3,1
1835,2014,852,14,10,1,9,0,1,0,5,3,1
2819,2015,852,14,10,1,9,0,1,0,5,3,1
3803,2016,852,14,10,1,9,0,1,0,5,3,1
4787,2017,852,14,10,1,9,0,1,0,5,3,1
5771,2018,852,14,10,1,9,0,1,0,5,3,1
6755,2019,852,14,10,1,9,0,1,0,5,3,1
7739,2020,852,14,10,1,9,0,1,0,5,3,1
852,2013,853,10,6,2,4,1,1,0,3,1,0
1836,2014,853,10,6,2,4,1,1,0,3,1,0
2820,2015,853,10,6,2,4,1,1,0,3,1,0
3804,2016,853,10,6,3,3,2,1,0,2,1,0
4788,2017,853,10,6,3,3,2,1,0,2,1,0
5772,2018,853,10,6,4,2,2,2,0,2,0,0
6756,2019,853,10,6,4,2,2,2,0,2,0,0
7740,2020,853,10,6,4,2,2,2,0,2,0,0
853,2013,854,9,4,1,3,1,0,0,2,1,0
1837,2014,854,9,4,1,3,1,0,0,2,1,0
2821,2015,854,9,4,1,3,1,0,0,2,1,0
3805,2016,854,9,4,1,3,1,0,0,2,1,0
4789,2017,854,9,4,1,3,1,0,0,2,1,0
5773,2018,854,9,4,1,3,1,0,0,2,1,0
6757,2019,854,9,4,1,3,1,0,0,2,1,0
7741,2020,854,9,4,1,3,1,0,0,2,1,0
854,2013,855,20,7,1,6,0,1,0,4,1,1
1838,2014,855,20,7,1,6,0,1,0,4,1,1
2822,2015,855,20,7,1,6,0,1,0,4,1,1
3806,2016,855,20,7,2,5,1,1,0,3,1,1
4790,2017,855,20,7,2,5,1,1,0,3,1,1
5774,2018,855,20,7,2,5,1,1,0,3,1,1
6758,2019,855,20,7,2,5,1,1,0,3,1,1
7742,2020,855,20,7,3,4,1,2,0,3,0,1
855,2013,856,9,3,2,1,1,1,0,1,0,0
1839,2014,856,9,3,2,1,1,1,0,1,0,0
2823,2015,856,9,3,2,1,1,1,0,1,0,0
3807,2016,856,9,3,2,1,1,1,0,1,0,0
4791,2017,856,9,3,2,1,1,1,0,1,0,0
5775,2018,856,9,3,2,1,1,1,0,1,0,0
6759,2019,856,9,3,2,1,1,1,0,1,0,0
7743,2020,856,9,3,2,1,1,1,0,1,0,0
856,2013,857,38,18,5,13,2,3,0,9,4,0
1840,2014,857,38,18,6,12,2,4,0,9,3,0
2824,2015,857,38,18,8,10,4,4,0,7,3,0
3808,2016,857,38,18,9,9,5,4,0,6,3,0
4792,2017,857,38,18,9,9,5,4,0,6,3,0
5776,2018,857,38,18,10,8,5,5,0,6,2,0
6760,2019,857,38,18,12,6,6,6,0,5,1,0
7744,2020,857,38,18,13,5,7,6,0,4,1,0
857,2013,858,12,7,4,3,2,1,1,1,1,1
1841,2014,858,12,7,4,3,2,1,1,1,1,1
2825,2015,858,12,7,5,2,3,1,1,0,1,1
3809,2016,858,12,7,6,1,3,2,1,0,0,1
4793,2017,858,12,7,7,0,3,2,2,0,0,0
5777,2018,858,12,7,7,0,3,2,2,0,0,0
6761,2019,858,12,7,7,0,3,2,2,0,0,0
7745,2020,858,12,7,7,0,3,2,2,0,0,0
858,2013,859,7,7,4,3,3,1,0,2,1,0
1842,2014,859,7,7,4,3,3,1,0,2,1,0
2826,2015,859,7,7,5,2,4,1,0,1,1,0
3810,2016,859,7,7,5,2,4,1,0,1,1,0
4794,2017,859,7,7,5,2,4,1,0,1,1,0
5778,2018,859,7,7,6,1,4,2,0,1,0,0
6762,2019,859,7,7,6,1,4,2,0,1,0,0
7746,2020,859,7,7,7,0,5,2,0,0,0,0
859,2013,860,14,9,3,6,3,0,0,3,2,1
1843,2014,860,14,9,3,6,3,0,0,3,2,1
2827,2015,860,14,9,4,5,4,0,0,2,2,1
3811,2016,860,14,9,5,4,4,1,0,2,1,1
4795,2017,860,14,9,5,4,4,1,0,2,1,1
5779,2018,860,14,9,5,4,4,1,0,2,1,1
6763,2019,860,14,9,6,3,5,1,0,1,1,1
7747,2020,860,14,9,7,2,6,1,0,0,1,1
860,2013,861,56,54,10,44,4,5,1,29,14,1
1844,2014,861,56,54,11,43,4,6,1,29,13,1
2828,2015,861,56,54,12,42,4,7,1,29,12,1
3812,2016,861,56,54,12,42,4,7,1,29,12,1
4796,2017,861,56,54,13,41,5,7,1,28,12,1
5780,2018,861,56,54,15,39,6,8,1,27,11,1
6764,2019,861,56,54,16,38,6,9,1,27,10,1
7748,2020,861,56,54,20,34,10,9,1,23,10,1
861,2013,862,14,14,0,14,0,0,0,10,3,1
1845,2014,862,14,14,3,11,0,3,0,10,0,1
2829,2015,862,14,14,4,10,1,3,0,9,0,1
3813,2016,862,14,14,4,10,1,3,0,9,0,1
4797,2017,862,14,14,5,9,2,3,0,8,0,1
5781,2018,862,14,14,5,9,2,3,0,8,0,1
6765,2019,862,14,14,6,8,3,3,0,7,0,1
7749,2020,862,14,14,7,7,4,3,0,6,0,1
862,2013,863,9,6,3,3,2,1,0,1,1,1
1846,2014,863,9,6,4,2,2,2,0,1,0,1
2830,2015,863,9,6,4,2,2,2,0,1,0,1
3814,2016,863,9,6,5,1,3,2,0,0,0,1
4798,2017,863,9,6,5,1,3,2,0,0,0,1
5782,2018,863,9,6,5,1,3,2,0,0,0,1
6766,2019,863,9,6,6,0,3,2,1,0,0,0
7750,2020,863,9,6,6,0,3,2,1,0,0,0
863,2013,864,56,24,8,16,6,2,0,11,5,0
1847,2014,864,56,24,8,16,6,2,0,11,5,0
2831,2015,864,56,24,9,15,6,3,0,11,4,0
3815,2016,864,56,24,11,13,8,3,0,9,4,0
4799,2017,864,56,24,12,12,8,4,0,9,3,0
5783,2018,864,56,24,14,10,9,5,0,8,2,0
6767,2019,864,56,24,17,7,12,5,0,5,2,0
7751,2020,864,56,24,20,4,14,6,0,3,1,0
864,2013,865,34,14,1,13,0,1,0,8,4,1
1848,2014,865,34,14,1,13,0,1,0,8,4,1
2832,2015,865,34,14,1,13,0,1,0,8,4,1
3816,2016,865,34,14,1,13,0,1,0,8,4,1
4800,2017,865,34,14,1,13,0,1,0,8,4,1
5784,2018,865,34,14,1,13,0,1,0,8,4,1
6768,2019,865,34,14,1,13,0,1,0,8,4,1
7752,2020,865,34,14,1,13,0,1,0,8,4,1
865,2013,866,8,7,3,4,3,0,0,2,1,1
1849,2014,866,8,7,3,4,3,0,0,2,1,1
2833,2015,866,8,7,4,3,4,0,0,1,1,1
3817,2016,866,8,7,4,3,4,0,0,1,1,1
4801,2017,866,8,7,5,2,4,1,0,1,0,1
5785,2018,866,8,7,5,2,4,1,0,1,0,1
6769,2019,866,8,7,6,1,5,1,0,0,0,1
7753,2020,866,8,7,7,0,5,1,1,0,0,0
866,2013,867,35,32,5,27,1,3,1,18,9,0
1850,2014,867,35,32,5,27,1,3,1,18,9,0
2834,2015,867,35,32,6,26,1,4,1,18,8,0
3818,2016,867,35,32,7,25,2,4,1,17,8,0
4802,2017,867,35,32,8,24,3,4,1,16,8,0
5786,2018,867,35,32,9,23,4,4,1,15,8,0
6770,2019,867,35,32,10,22,4,5,1,15,7,0
7754,2020,867,35,32,12,20,4,7,1,15,5,0
867,2013,868,16,15,5,10,1,3,1,7,3,0
1851,2014,868,16,15,5,10,1,3,1,7,3,0
2835,2015,868,16,15,5,10,1,3,1,7,3,0
3819,2016,868,16,15,6,9,1,4,1,7,2,0
4803,2017,868,16,15,7,8,1,5,1,7,1,0
5787,2018,868,16,15,7,8,1,5,1,7,1,0
6771,2019,868,16,15,7,8,1,5,1,7,1,0
7755,2020,868,16,15,7,8,1,5,1,7,1,0
868,2013,869,38,35,12,23,6,5,1,15,6,2
1852,2014,869,38,35,14,21,6,7,1,15,4,2
2836,2015,869,38,35,17,18,6,10,1,15,1,2
3820,2016,869,38,35,20,15,8,11,1,13,0,2
4804,2017,869,38,35,21,14,9,11,1,12,0,2
5788,2018,869,38,35,24,11,12,11,1,9,0,2
6772,2019,869,38,35,26,9,14,11,1,7,0,2
7756,2020,869,38,35,26,9,14,11,1,7,0,2
869,2013,870,18,9,4,5,1,2,1,3,1,1
1853,2014,870,18,9,4,5,1,2,1,3,1,1
2837,2015,870,18,9,4,5,1,2,1,3,1,1
3821,2016,870,18,9,4,5,1,2,1,3,1,1
4805,2017,870,18,9,5,4,1,3,1,3,0,1
5789,2018,870,18,9,6,3,2,3,1,2,0,1
6773,2019,870,18,9,6,3,2,3,1,2,0,1
7757,2020,870,18,9,7,2,3,3,1,1,0,1
870,2013,871,12,12,6,6,3,2,1,4,1,1
1854,2014,871,12,12,7,5,4,2,1,3,1,1
2838,2015,871,12,12,8,4,5,2,1,2,1,1
3822,2016,871,12,12,9,3,5,3,1,2,0,1
4806,2017,871,12,12,10,2,6,3,1,1,0,1
5790,2018,871,12,12,11,1,7,3,1,0,0,1
6774,2019,871,12,12,12,0,7,3,2,0,0,0
7758,2020,871,12,12,12,0,7,3,2,0,0,0
871,2013,872,39,11,2,9,1,1,0,6,2,1
1855,2014,872,39,11,3,8,2,1,0,5,2,1
2839,2015,872,39,11,3,8,2,1,0,5,2,1
3823,2016,872,39,11,3,8,2,1,0,5,2,1
4807,2017,872,39,11,3,8,2,1,0,5,2,1
5791,2018,872,39,11,3,8,2,1,0,5,2,1
6775,2019,872,39,11,3,8,2,1,0,5,2,1
7759,2020,872,39,11,4,7,2,2,0,5,1,1
872,2013,873,28,16,1,15,1,0,0,10,4,1
1856,2014,873,28,16,2,14,1,1,0,10,3,1
2840,2015,873,28,16,2,14,1,1,0,10,3,1
3824,2016,873,28,16,2,14,1,1,0,10,3,1
4808,2017,873,28,16,2,14,1,1,0,10,3,1
5792,2018,873,28,16,2,14,1,1,0,10,3,1
6776,2019,873,28,16,2,14,1,1,0,10,3,1
7760,2020,873,28,16,2,14,1,1,0,10,3,1
873,2013,874,24,23,6,17,3,3,0,11,5,1
1857,2014,874,24,23,7,16,4,3,0,10,5,1
2841,2015,874,24,23,8,15,5,3,0,9,5,1
3825,2016,874,24,23,8,15,5,3,0,9,5,1
4809,2017,874,24,23,9,14,5,4,0,9,4,1
5793,2018,874,24,23,10,13,5,5,0,9,3,1
6777,2019,874,24,23,10,13,5,5,0,9,3,1
7761,2020,874,24,23,12,11,7,5,0,7,3,1
874,2013,875,26,21,11,10,5,5,1,7,2,1
1858,2014,875,26,21,13,8,5,7,1,7,0,1
2842,2015,875,26,21,14,7,6,7,1,6,0,1
3826,2016,875,26,21,15,6,7,7,1,5,0,1
4810,2017,875,26,21,16,5,8,7,1,4,0,1
5794,2018,875,26,21,18,3,10,7,1,2,0,1
6778,2019,875,26,21,21,0,12,7,2,0,0,0
7762,2020,875,26,21,21,0,12,7,2,0,0,0
875,2013,876,33,15,5,10,2,3,0,6,3,1
1859,2014,876,33,15,5,10,2,3,0,6,3,1
2843,2015,876,33,15,6,9,3,3,0,5,3,1
3827,2016,876,33,15,6,9,3,3,0,5,3,1
4811,2017,876,33,15,7,8,3,4,0,5,2,1
5795,2018,876,33,15,7,8,3,4,0,5,2,1
6779,2019,876,33,15,8,7,3,5,0,5,1,1
7763,2020,876,33,15,9,6,4,5,0,4,1,1
876,2013,877,12,6,1,5,1,0,0,4,1,0
1860,2014,877,12,6,2,4,1,1,0,4,0,0
2844,2015,877,12,6,2,4,1,1,0,4,0,0
3828,2016,877,12,6,2,4,1,1,0,4,0,0
4812,2017,877,12,6,2,4,1,1,0,4,0,0
5796,2018,877,12,6,2,4,1,1,0,4,0,0
6780,2019,877,12,6,2,4,1,1,0,4,0,0
7764,2020,877,12,6,2,4,1,1,0,4,0,0
877,2013,878,55,36,14,22,7,5,2,13,7,2
1861,2014,878,55,36,15,21,7,6,2,13,6,2
2845,2015,878,55,36,18,18,8,8,2,12,4,2
3829,2016,878,55,36,21,15,11,8,2,9,4,2
4813,2017,878,55,36,24,12,14,8,2,6,4,2
5797,2018,878,55,36,26,10,16,8,2,4,4,2
6781,2019,878,55,36,31,5,20,9,2,0,3,2
7765,2020,878,55,36,31,5,20,9,2,0,3,2
878,2013,879,26,13,1,12,1,0,0,7,4,1
1862,2014,879,26,13,1,12,1,0,0,7,4,1
2846,2015,879,26,13,1,12,1,0,0,7,4,1
3830,2016,879,26,13,1,12,1,0,0,7,4,1
4814,2017,879,26,13,1,12,1,0,0,7,4,1
5798,2018,879,26,13,1,12,1,0,0,7,4,1
6782,2019,879,26,13,1,12,1,0,0,7,4,1
7766,2020,879,26,13,1,12,1,0,0,7,4,1
879,2013,880,9,7,4,3,3,1,0,1,1,1
1863,2014,880,9,7,4,3,3,1,0,1,1,1
2847,2015,880,9,7,4,3,3,1,0,1,1,1
3831,2016,880,9,7,5,2,3,2,0,1,0,1
4815,2017,880,9,7,5,2,3,2,0,1,0,1
5799,2018,880,9,7,6,1,3,2,1,1,0,0
6783,2019,880,9,7,7,0,4,2,1,0,0,0
7767,2020,880,9,7,7,0,4,2,1,0,0,0
880,2013,881,10,4,1,3,1,0,0,1,1,1
1864,2014,881,10,4,1,3,1,0,0,1,1,1
2848,2015,881,10,4,1,3,1,0,0,1,1,1
3832,2016,881,10,4,1,3,1,0,0,1,1,1
4816,2017,881,10,4,1,3,1,0,0,1,1,1
5800,2018,881,10,4,1,3,1,0,0,1,1,1
6784,2019,881,10,4,1,3,1,0,0,1,1,1
7768,2020,881,10,4,1,3,1,0,0,1,1,1
881,2013,882,21,8,1,7,0,1,0,5,2,0
1865,2014,882,21,8,1,7,0,1,0,5,2,0
2849,2015,882,21,8,2,6,1,1,0,4,2,0
3833,2016,882,21,8,2,6,1,1,0,4,2,0
4817,2017,882,21,8,2,6,1,1,0,4,2,0
5801,2018,882,21,8,2,6,1,1,0,4,2,0
6785,2019,882,21,8,2,6,1,1,0,4,2,0
7769,2020,882,21,8,2,6,1,1,0,4,2,0
882,2013,883,40,33,14,19,6,7,1,13,6,0
1866,2014,883,40,33,17,16,6,10,1,13,3,0
2850,2015,883,40,33,17,16,6,10,1,13,3,0
3834,2016,883,40,33,20,13,7,12,1,12,1,0
4818,2017,883,40,33,23,10,10,12,1,9,1,0
5802,2018,883,40,33,26,7,12,13,1,7,0,0
6786,2019,883,40,33,31,2,17,13,1,2,0,0
7770,2020,883,40,33,33,0,19,13,1,0,0,0
883,2013,884,31,18,5,13,1,3,1,9,4,0
1867,2014,884,31,18,5,13,1,3,1,9,4,0
